Fish_TAG,Faunistic_grp,Class,ScientificName_accepted,N_tot_in_tractus
10-17/AS5-sole-G0/3,Arthropoda,Malacostraca,Amphipoda,1
10-17/AS5-sole-G0/3,Annelida,Annelida sp.,Annelida sp.,1
10-17/AS5-Sole-G0/5,Annelida,Polychaeta errantia,Phyllodocidae,1
10-17/AS5-Sole-G0/5,Arthropoda,Ostracoda,Ostracoda,1
10-17/AS5-sole-G0/6,Annelida,Polychaeta errantia,Phyllodocidae,1
10-17/AS5-sole-G0/6,Annelida,Annelida sp.,Annelida sp.,1
10-17/AS5-sole-G0/6,Annelida,Polychaeta sedentaria,Ampharetidae,1
10-17/AS5-sole-G0/6,Mollusca,Bivalvia,Bivalvia,1
10-17/AS5-Sole-G0/8,Annelida,Polychaeta sedentaria,Ampharetidae,1
10-17/AS5-Sole-G0/8,Annelida,Polychaeta sedentaria,Owenia fusiformis,1
10-17/AS5-Sole-G0/8,Arthropoda,Ostracoda,Ostracoda,1
10-17/AS5-Sole-G0/8,Arthropoda,Malacostraca,Leucothoe incisa,1
10-17/CC1-EM1-AN2-Sole-G0/1,Annelida,Polychaeta sedentaria,Lagis koreni,1
10-17/CC1-EM1-AN2-Sole-G0/1,Arthropoda,Malacostraca,Portunidae,1
10-17/CC1-EM1-AN2-Sole-G0/1,Arthropoda,Malacostraca,Crangon crangon,1
10-17/CC1-EM1-AN2-Sole-G0/1,Annelida,Polychaeta sedentaria,Ampharetidae,1
10-17/CC1-EM1-AN2-Sole-G0/1,Annelida,Polychaeta sedentaria,Melinna palmata,1
10-17/CC3-FN5-Sole-G0/1,Annelida,Annelida sp.,Annelida sp.,1
10-17/CC3-FN5-Sole-G0/1,Arthropoda,Malacostraca,Corophium volutator,1
10-17/CC3-FN5-Sole-G0/1,Arthropoda,Malacostraca,Crangon crangon,2
10-17/CC3-FN5-Sole-G0/2,Arthropoda,Malacostraca,Corophium volutator,20
10-17/CC3-FN5-Sole-G0/2,Annelida,Polychaeta sedentaria,Polydora ciliata,5
10-17/CC3-FN5-Sole-G0/2,Annelida,Polychaeta errantia,Nephtys sp,1
10-17/CC3-FN5-Sole-G0/2,Annelida,Polychaeta errantia,Hediste diversicolor,1
10-17/CC3-FN5-Sole-G0/3,Annelida,Polychaeta sedentaria,Polydora ciliata,5
10-17/CC3-FN5-Sole-G0/4,Mollusca,Bivalvia,Bivalvia,1
10-17/CC3-FN5-Sole-G0/4,Annelida,Polychaeta sedentaria,Polydora ciliata,14
10-17/CC3-FN5-Sole-G0/4,Arthropoda,Malacostraca,Crangon crangon,1
10-17/CC3-FN5-Sole-G0/4,Arthropoda,Malacostraca,Corophium volutator,2
10-17/CC3-FN5-Sole-G0/5,Annelida,Annelida sp.,Annelida sp.,1
10-17/CC3-FN5-Sole-G0/6,Annelida,Polychaeta errantia,Nereididae,1
10-17/CC3-FN5-Sole-G0/6,Mollusca,Bivalvia,Bivalvia,1
10-17/CC5-FN11-Sole-G0/1,Mollusca,Bivalvia,Bivalvia,3
10-17/CC5-FN11-Sole-G0/1,Arthropoda,Malacostraca,Corophium volutator,3
10-17/CC5-FN11-Sole-G0/1,Annelida,Polychaeta sedentaria,Ampharete lindstroemi,1
10-17/CC5-FN11-Sole-G0/1,Annelida,Polychaeta errantia,Hediste diversicolor,1
10-17/CC5-FN11-Sole-G0/1,Arthropoda,Malacostraca,Arthropoda,1
10-17/CC5-FN11-Sole-G0/1,Annelida,Polychaeta sedentaria,Polydora ciliata,3
10-17/CC5-FN11-Sole-G0/1,Annelida,Polychaeta errantia,Phyllodocidae,1
4-10-17/FN1-Sole-G0/1,Annelida,Polychaeta sedentaria,Boccardiella ligerica,4
4-10-17/FN1-Sole-G0/4,Annelida,Polychaeta errantia,Hediste diversicolor,2
4-10-17/FN1-Sole-G0/4,Annelida,Polychaeta errantia,Nephtys sp,1
4-10-17/FN1-Sole-G0/4,Arthropoda,Malacostraca,Arthropoda,1
4-10-17/FN1-Sole-G0/5,Annelida,Polychaeta errantia,Hediste diversicolor,2
4-10-17/FN1-Sole-G0/5,Arthropoda,Malacostraca,Crangon crangon,1
4-10-17/FN1-Sole-G0/5,Arthropoda,Malacostraca,Corophium volutator,1
10-17/FN3-Sole-G0/1,Arthropoda,Malacostraca,Crangon crangon,14
10-17/FN3-Sole-G0/1,Arthropoda,Malacostraca,Ampelisca sp,1
10-17/FN3-Sole-G0/1,Arthropoda,Malacostraca,Cyathura carinata,2
10-17/FN3-Sole-G0/1,Mollusca,Bivalvia,Bivalvia,13
10-17/FN3-Sole-G0/1,Annelida,Polychaeta errantia,Hediste diversicolor,4
10-17/FN3-Sole-G0/1,Arthropoda,Malacostraca,Corophium volutator,2
4-10-17/FN8-Sole-G0/11,Annelida,Polychaeta errantia,Nereididae,1
4-10-17/FN8-Sole-G0/11,Annelida,Polychaeta sedentaria,Polydora ciliata,2
4-10-17/FN8-Sole-G0/11,Arthropoda,Malacostraca,Corophium volutator,2
4-10-17/FN8-Sole-G0/17,Annelida,Polychaeta errantia,Nereididae,1
4-10-17/FN8-Sole-G0/17,Annelida,Polychaeta errantia,Aphroditiformia,1
4-10-17/FN8-Sole-G0/17,Annelida,Polychaeta sedentaria,Polydora ciliata,16
4-10-17/FN8-Sole-G0/21,Annelida,Polychaeta errantia,Nereididae,1
4-10-17/FN8-Sole-G0/22,Annelida,Polychaeta errantia,Nereididae,1
4-10-17/FN8-Sole-G0/22,Annelida,Polychaeta sedentaria,Polydora ciliata,3
4-10-17/FN8-Sole-G0/22,Mollusca,Bivalvia,Bivalvia,NA
4-10-17/FN8-Sole-G0/22,Arthropoda,Malacostraca,Crangon crangon,1
4-10-17/FN8-Sole-G0/22,Arthropoda,Malacostraca,Corophium volutator,1
4-10-17/FN8-Sole-G0/23,Arthropoda,Malacostraca,Corophium volutator,4
4-10-17/FN8-Sole-G0/23,Annelida,Polychaeta sedentaria,Polydora ciliata,3
4-10-17/FN8-Sole-G0/23,Annelida,Polychaeta errantia,Nereididae,1
4-10-17/FN8-Sole-G0/24,Annelida,Polychaeta sedentaria,Polydora ciliata,1
4-10-17/FN8-Sole-G0/24,Mollusca,Bivalvia,Bivalvia,1
4-10-17/FN8-Sole-G0/25,Arthropoda,Malacostraca,Crangon crangon,3
4-10-17/FN8-Sole-G0/25,Arthropoda,Malacostraca,Corophium volutator,15
4-10-17/FN8-Sole-G0/25,Annelida,Polychaeta sedentaria,Polydora ciliata,5
4-10-17/FN8-Sole-G0/25,Annelida,Polychaeta errantia,Hediste diversicolor,2
4-10-17/FN8-Sole-G0/25,Arthropoda,Malacostraca,Carcinus maenas,1
4-10-17/FN8-Sole-G0/25,Annelida,Polychaeta sedentaria,Sabellaria spinulosa,1
4-10-17/FN8-Sole-G0/25,Arthropoda,Ostracoda,Ostracoda,3
4-10-17/FN8-Sole-G0/26,Annelida,Polychaeta sedentaria,Polydora ciliata,11
4-10-17/FN8-Sole-G0/26,Arthropoda,Malacostraca,Corophium volutator,1
4-10-17/FN8-Sole-G0/26,Annelida,Polychaeta sedentaria,Spionidae,1
4-10-17/FN8-Sole-G0/6,Annelida,Polychaeta errantia,Nephtys sp,1
4-10-17/FN8-Sole-G0/6,Annelida,Polychaeta sedentaria,Polydora ciliata,3
4-10-17/FN8-Sole-G0/6,Arthropoda,Malacostraca,Arthropoda,1
10-17/FN9-Sole-G0/1,Annelida,Polychaeta errantia,Hediste diversicolor,1
10-17/FN9-Sole-G0/1,Arthropoda,Malacostraca,Corophium volutator,6
10-17/FN9-Sole-G0/1,Arthropoda,Malacostraca,Cyathura carinata,6
10-17/FN9-Sole-G0/1,Annelida,Polychaeta errantia,Nephtys sp,1
10-17/FN9-Sole-G0/1,Annelida,Polychaeta sedentaria,Polydora ciliata,1
10-17/FN9-Sole-G0/1,Arthropoda,Hexanauplia,eurytemora affinis,2
10-17/FN9-Sole-G0/1,Arthropoda,Ostracoda,Ostracoda,1
10-17/FN9-Sole-G0/1,Arthropoda,Malacostraca,Crangon crangon,1
4-10-17/FN9-Sole-G0/1,Arthropoda,Malacostraca,Corophium volutator,26
4-10-17/FN9-Sole-G0/1,Arthropoda,Malacostraca,Cyathura carinata,1
10-17/FS0-Sole-G0/1,Annelida,Polychaeta errantia,Phyllodocidae,1
10-17/FS0-Sole-G0/1,Annelida,Polychaeta errantia,Nereididae,1
10-17/FS0-Sole-G0/1,Annelida,Polychaeta sedentaria,Polydora ciliata,4
3-10-17/FS1-Sole-G0/1,Annelida,Polychaeta sedentaria,Polydora ciliata,2
3-10-17/FS1-Sole-G0/1,Annelida,Polychaeta sedentaria,Lagis koreni,6
